AGEPH,CODPOSS,duree,lnexpo,nbrtotc,nbrtotan,chargtot,agecar,sexp,fuelc,split,usec,fleetc,sportc,coverp,powerc
47,9620,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
51,9700,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110
34,9750,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+++,<66
55,9790,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
57,9800,1,0,1,1,152.55367515,6-10,Female,Petrol,Once,Professional,No,No,MTPL,<66
52,9800,1,0,0,0,0,>10,Female,Petrol,Once,Private,Yes,No,MTPL,>110
74,9830,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
26,9870,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
32,9890,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
35,9900,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
50,1030,1,0,0,0,0,2-5,Female,Gasoil,Once,Professional,No,No,MTPL+,66-110
34,1040,0.3315068493,-1.104106808,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
41,1050,1,0,1,1,64.625841908,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
69,1070,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,>110
38,1070,0.9150684932,-0.088756361,1,1.0928143713,1426.3793415,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
62,1083,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
67,1140,0.3424657534,-1.071583616,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
39,1140,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110
53,1200,1,0,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,>110
62,1340,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,Yes,MTPL,>110
33,1340,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
36,1380,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL+,66-110
37,1410,0.8219178082,-0.196114879,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
26,1457,0.4767123288,-0.740842054,0,0,0,2-5,Female,Gasoil,Thrice,Private,No,No,MTPL,66-110
59,1480,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
44,1480,0.0876712329,-2.434161451,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
44,1480,0.9150684932,-0.088756361,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
49,1480,0.8328767123,-0.182869652,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,66-110
52,1480,0.6602739726,-0.41510042,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
66,1600,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
45,1630,0.5561643836,-0.586691375,0,0,0,0-1,Female,Gasoil,Monthly,Private,No,No,MTPL,66-110
55,1640,0.7506849315,-0.286769247,1,1.3321167883,894.44941609,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
46,1650,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
47,1730,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,Yes,Yes,MTPL,>110
44,1780,0.7698630137,-0.261542684,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,>110
41,1800,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
34,1800,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
62,1800,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,Yes,No,MTPL+,66-110
40,1800,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
41,1840,1,0,1,1,64.625841908,2-5,Female,Gasoil,Once,Professional,Yes,No,MTPL+++,66-110
56,1850,0.4109589041,-0.889262059,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
44,1860,1,0,0,0,0,2-5,Female,Petrol,Monthly,Professional,No,No,MTPL+++,66-110
26,1860,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
67,1930,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
35,1970,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
21,2000,0.1616438356,-1.82235991,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
26,2000,0.4821917808,-0.729413359,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,>110
58,2000,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
57,2000,0.0383561644,-3.260840024,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
41,2000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
37,2000,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
50,2000,0.1589041096,-1.839454343,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
41,2000,0.1178082192,-2.138697238,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
32,2000,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
43,2200,0.7698630137,-0.261542684,4,5.1957295374,802.62965451,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
36,2275,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL,66-110
65,2340,0.9424657534,-0.059255696,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
59,2360,1,0,1,1,1426.3793415,2-5,Female,Gasoil,Once,Private,No,No,MTPL,>110
46,2390,0.9232876712,-0.079814423,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
42,2400,1,0,0,0,0,2-5,Female,Petrol,Once,Professional,No,No,MTPL,66-110
52,2400,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,66-110
65,2570,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,>110
44,2620,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
65,2820,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
37,2830,1,0,1,1,164.05593469,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
37,2880,0.0849315068,-2.465910149,0,0,0,0-1,Female,Gasoil,Monthly,Private,No,No,MTPL,66-110
36,2880,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
52,2900,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
46,2900,0.0739726027,-2.604060488,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
64,2920,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,>110
35,2920,0.2246575342,-1.493178106,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110
56,2930,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL,66-110
48,2950,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
49,2960,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
38,2970,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
36,2970,1,0,1,1,1075.1390063,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
45,3000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
36,3020,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,>110
50,3080,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
39,3080,1,0,1,1,495.78704955,2-5,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110
32,3110,0.9452054795,-0.056352937,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
42,3120,1,0,0,0,0,6-10,Female,Petrol,Once,Private,Yes,No,MTPL,66-110
57,3150,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
42,3370,1,0,0,0,0,2-5,Female,Petrol,Monthly,Professional,No,No,MTPL+++,66-110
49,3500,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,66-110
49,3570,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
37,3600,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL,66-110
46,3620,0.0931506849,-2.373536829,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
27,3700,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
47,4040,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,>110
42,4100,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL+,66-110
58,4350,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
39,4357,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
51,4470,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
55,4520,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,>110
43,4530,0.4136986301,-0.882617517,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
38,4550,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
42,4577,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
41,4840,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL+,66-110
32,4970,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL+,66-110
71,5000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
45,5000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
28,5060,1,0,0,0,0,0-1,Female,Petrol,Twice,Private,No,No,MTPL,66-110
33,5070,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL,66-110
46,5080,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
66,5190,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
38,5310,0.7479452055,-0.290425558,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
40,5500,0.8876712329,-0.119153838,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL+,66-110
32,5540,1,0,0,0,0,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+,66-110
31,5660,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
64,6000,0.1808219178,-1.710242612,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
44,6000,0.5150684932,-0.663455391,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,>110
61,6000,1,0,2,2,222.98022553,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
66,6200,1,0,1,1,145.01771199,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110
65,6220,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
32,6530,1,0,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110
73,6860,1,0,0,0,0,2-5,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
45,6870,0.3068493151,-1.181398482,0,0,0,0-1,Female,Petrol,Monthly,Private,No,No,MTPL,>110
39,7000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
40,7090,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,66-110
35,7090,1,0,1,1,10287.581278,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,66-110
45,7090,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL,66-110
63,7100,0.1315068493,-2.028696343,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
47,7130,1,0,0,0,0,2-5,Female,Petrol,Twice,Professional,No,No,MTPL+,66-110
39,7130,1,0,0,0,0,2-5,Female,Petrol,Twice,Professional,No,No,MTPL+,66-110
47,7130,0.8328767123,-0.182869652,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
33,7140,0.3287671233,-1.112405611,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
33,7180,0.5479452055,-0.601579987,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
45,7330,1,0,1,1,70.153867511,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
55,7350,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
37,7370,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
70,7500,0.5808219178,-0.543311079,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
45,7500,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
28,7600,1,0,1,1,625.16268013,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
37,7700,1,0,2,2,1499.5327207,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
40,7830,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
81,8000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
24,8300,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
35,8370,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
39,8490,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
41,8500,0.8438356164,-0.169797571,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
58,8500,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
40,8500,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
43,8500,0.602739726,-0.506269807,1,1.6590909091,8.1804863175,6-10,Female,Gasoil,Once,Private,No,No,MTPL,66-110
45,8550,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL,66-110
26,8570,0.2739726027,-1.294727168,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,>110
29,8580,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
46,8620,0.3726027397,-0.987242468,0,0,0,2-5,Female,Gasoil,Once,Professional,No,No,MTPL,66-110
46,8620,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,>110
37,8660,0.8356164384,-0.179585577,0,0,0,2-5,Female,Petrol,Once,Professional,No,No,MTPL,66-110
41,8760,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
35,8790,1,0,1,1,1611.307911,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,>110
36,8800,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
58,8800,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,66-110
47,8860,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL+,66-110
48,8930,1,0,1,1,358.45403682,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
40,9000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
54,9100,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,>110
58,9100,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
58,9230,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL+,66-110
76,9280,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
55,9300,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
77,9500,1,0,0,0,0,6-10,Female,Petrol,Thrice,Professional,No,No,MTPL,66-110
36,9850,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
37,9900,1,0,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
54,9920,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,>110
41,9940,0.8191780822,-0.19945378,1,1.220735786,64.625841908,>10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
57,1030,0.2328767123,-1.457246097,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
56,1150,1,0,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110
54,1180,0.0493150685,-3.009525596,2,40.555555556,3073.6813924,0-1,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
34,1325,0.501369863,-0.690411201,1,1.9945355191,3718.4028716,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
51,1420,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
57,1630,1,0,0,0,0,2-5,Female,Petrol,Twice,Professional,No,No,MTPL+,66-110
46,1930,0.0246575342,-3.702672776,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,>110
31,2000,0.904109589,-0.100804699,0,0,0,0-1,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
52,2000,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
54,2950,1,0,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
57,2970,0.8109589041,-0.209537899,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
40,3020,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
41,3120,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
45,3140,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110
35,3500,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL,<66
56,3740,1,0,0,0,0,>10,Female,Gasoil,Twice,Private,No,No,MTPL+++,66-110
49,3800,0.9561643836,-0.044825431,0,0,0,2-5,Female,Gasoil,Thrice,Professional,No,No,MTPL+++,<66
76,4140,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
28,4300,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
37,4340,0.104109589,-2.262311194,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
49,4420,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
71,4800,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
50,4970,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
54,5350,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
34,6000,1,0,1,1,150.37221213,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
49,6000,1,0,1,1,1491.0051835,>10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
40,6140,1,0,1,1,185.96972228,2-5,Female,Gasoil,Thrice,Private,No,No,MTPL+,66-110
38,6150,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
34,6769,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
49,6880,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
65,6900,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
57,7000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
28,7000,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
30,7000,0.1589041096,-1.839454343,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
48,7000,1,0,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110
52,7060,1,0,1,1,353.64490244,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,<66
59,7140,1,0,0,0,0,>10,Female,Petrol,Twice,Private,Yes,No,MTPL+,66-110
43,7300,1,0,0,0,0,6-10,Female,Petrol,Thrice,Professional,Yes,No,MTPL+,66-110
23,7370,0.0246575342,-3.702672776,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110
37,7640,1,0,0,0,0,2-5,Female,Gasoil,Once,Professional,No,No,MTPL+++,66-110
55,7860,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
34,8000,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,>110
34,8000,0.6657534247,-0.40683591,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL,66-110
59,8300,0.2465753425,-1.400087683,1,4.0555555556,82.498965045,6-10,Female,Gasoil,Once,Private,No,No,MTPL,66-110
55,8370,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
36,8400,1,0,1,1,756.39751214,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
35,8600,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,66-110
35,8620,1,0,1,1,192.1174817,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
32,8670,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,Yes,No,MTPL+,66-110
38,8700,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
22,8820,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
50,8930,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
32,8930,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL,66-110
32,9340,1,0,0,0,0,2-5,Female,Petrol,Once,Professional,No,No,MTPL,66-110
67,9470,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
34,9770,1,0,0,0,0,2-5,Female,Gasoil,Twice,Professional,No,No,MTPL+++,66-110
26,9890,1,0,1,1,1426.3793415,6-10,Female,Gasoil,Once,Private,No,No,MTPL+++,<66
45,9890,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
35,9950,1,0,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
48,1060,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
33,1070,1,0,1,1,65.295154425,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
48,1070,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,66-110
35,1090,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
43,1150,1,0,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
57,1160,1,0,2,2,1681.7096721,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
32,1160,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
47,1170,0.3890410959,-0.944070296,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,>110
67,1180,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
52,1180,0.3643835616,-1.009548225,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
51,1180,0.8794520548,-0.12845623,1,1.1370716511,2114.5317663,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
42,1300,0.4465753425,-0.806147153,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
59,1300,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110
66,1320,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,66-110
55,1325,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
37,1340,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
59,1420,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
55,1470,0.0219178082,-3.820455812,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110
44,1480,0.5260273973,-0.642401982,0,0,0,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
42,1630,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
40,1650,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
38,1780,0.4739726027,-0.746605759,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
39,1800,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
57,1820,1,0,1,1,61.874223783,2-5,Female,Gasoil,Monthly,Professional,No,No,MTPL+++,66-110
40,1930,1,0,2,2,3144.0087853,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
41,1980,1,0,0,0,0,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
49,2000,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
41,2000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
45,2000,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,66-110
42,2000,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
34,2000,0.5643835616,-0.572021185,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
54,2000,0.602739726,-0.506269807,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
55,2000,0.1452054795,-1.92960544,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
51,2000,1,0,1,1,3021.8716457,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
55,2000,0.2356164384,-1.445550057,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL,<66
49,2110,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
39,2200,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
52,2220,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
35,2220,1,0,0,0,0,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+++,66-110
36,2300,0.9150684932,-0.088756361,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
45,2300,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
36,2330,0.3890410959,-0.944070296,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
53,2340,0.6904109589,-0.370468266,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,66-110
44,2440,0.997260274,-0.002743486,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL,66-110
34,2460,0.7534246575,-0.283126256,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
40,2490,0.5671232877,-0.56717856,0,0,0,>10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
30,2520,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
